GENE	CHR	START	END
B3GALT4	chr6	33244900	33252609
WDR46	chr6	33246885	33257024
PFDN6	chr6	33256457	33266178
RGL2	chr6	33258973	33267196
TAPBP	chr6	33267471	33282061
ZBTB22	chr6	33282183	33285798
DAXX	chr6	33286335	33291036
ENSG00000285064	chr6	33289163	33297063
SMIM40	chr6	33291405	33297056
KIFC1	chr6	33359206	33378218
PHF1	chr6	33378159	33384230
CUTA	chr6	33384219	33386158
SYNGAP1	chr6	33387438	33421466
ZBTB9	chr6	33421747	33425321
BAK1	chr6	33540324	33548082
ITPR3	chr6	33588142	33664351
UQCC2	chr6	33658412	33679504
IP6K3	chr6	33689092	33718297
LEMD2	chr6	33738979	33756925
MLN	chr6	33762450	33771780
GRM4	chr6	33986420	34123399
HMGA1	chr6	34203395	34214013
SMIM29	chr6	34214158	34216885
NUDT3	chr6	34247456	34360454
RPS10-NUDT3	chr6	34252664	34393848
RPS10	chr6	34385224	34394014
PACSIN1	chr6	34433838	34503006
SPDEF	chr6	34505573	34524110
ILRUN	chr6	34555065	34664658
SNRPC	chr6	34725231	34741634
BLTP3A	chr6	34759860	34845291
TAF11	chr6	34845239	34856969
ANKS1A	chr6	34857020	35059198
TCP11	chr6	35085848	35116387
SCUBE3	chr6	35181636	35220857
ZNF76	chr6	35226686	35263762
DEF6	chr6	35265595	35289686
PPARD	chr6	35310307	35395970
FANCE	chr6	35420095	35434883
RPL10A	chr6	35436143	35438562
TEAD3	chr6	35441374	35464856
TULP1	chr6	35465651	35480673
FKBP5	chr6	35540722	35696399
ARMC12	chr6	35704809	35716856
CLPSL2	chr6	35744312	35747334
CLPSL1	chr6	35748796	35761452
CLPS	chr6	35762759	35766028
LHFPL5	chr6	35764983	35813174
SRPK1	chr6	35800743	35889119
SLC26A8	chr6	35911293	35996544
MAPK14	chr6	35995515	36090288
MAPK13	chr6	36095586	36112301
BRPF3	chr6	36163783	36200567
PNPLA1	chr6	36210980	36281732
BNIP5	chr6	36283534	36304787
ETV7	chr6	36321868	36355577
PXT1	chr6	36358328	36410631
KCTD20	chr6	36410544	36458920
STK38	chr6	36461657	36515293
SRSF3	chr6	36561564	36573688
CDKN1A	chr6	36644218	36655174
RAB44	chr6	36665603	36700961
CPNE5	chr6	36708552	36807220
PPIL1	chr6	36822601	36842779
C6orf89	chr6	36839646	36896740
PI16	chr6	36916039	36933769
MTCH1	chr6	36933583	36954074
FGD2	chr6	36973421	36997075
PIM1	chr6	37137928	37143204
TMEM217	chr6	37179956	37225931
TMEM217B	chr6	37179957	37225920
TBC1D22B	chr6	37225548	37300746
RNF8	chr6	37321755	37362510
CMTR1	chr6	37400870	37450603
CCDC167	chr6	37450696	37467670
MDGA1	chr6	37598455	37667082
ZFAND3	chr6	37787205	38122400
BTBD9	chr6	38136227	38607948
GLO1	chr6	38643701	38670921
DNAH8	chr6	38683087	38998568
GLP1R	chr6	39016557	39059079
SAYSD1	chr6	39071839	39082969
KCNK5	chr6	39155904	39197335
KCNK17	chr6	39266774	39282237
KCNK16	chr6	39282474	39290744
KIF6	chr6	39297766	39693184
DAAM2	chr6	39760074	39872653
MOCS1	chr6	39867354	39902290
LRFN2	chr6	40359330	40555103
UNC5CL	chr6	40994634	41006960
OARD1	chr6	41001366	41065526
TSPO2	chr6	41010206	41012076
APOBEC2	chr6	41020940	41032630
NFYA	chr6	41040685	41070142
TREML1	chr6	41116905	41123291
TREM2	chr6	41126226	41130924
TREML2	chr6	41157487	41168887
TREML4	chr6	41196077	41206620
TREM1	chr6	41234838	41254420
NCR2	chr6	41303346	41318627
FOXP4	chr6	41514101	41570122
MDFI	chr6	41604578	41621984
TFEB	chr6	41651716	41703997
PGC	chr6	41704449	41721847
FRS3	chr6	41737912	41755308
ENSG00000124593	chr6	41748087	41757879
PRICKLE4	chr6	41748477	41755190
TOMM6	chr6	41755390	41757802
USP49	chr6	41757634	41863113
ENSG00000288721	chr6	41761052	41888877
MED20	chr6	41873092	41888877
BYSL	chr6	41888967	41900788
CCND3	chr6	41902672	42018095
TAF8	chr6	42018251	42055199
C6orf132	chr6	42059971	42110358
CIMIP3	chr6	42110431	42131156
GUCA1ANB-GUCA1A	chr6	42123144	42147794
GUCA1A	chr6	42141102	42149076
GUCA1B	chr6	42151022	42162694
MRPS10	chr6	42174432	42185619
TRERF1	chr6	42192669	42419962
UBR2	chr6	42531733	42661243
PRPH2	chr6	42664336	42690335
TBCC	chr6	42712236	42713841
BICRAL	chr6	42749669	42836298
RPL7L1	chr6	42847354	42857663
PEX39	chr6	42858003	42858559
PTCRA	chr6	42883727	42893576
CNPY3	chr6	42896853	42907641
PEX6	chr6	42927455	42946981
GNMT	chr6	42928428	42931621
PPP2R5D	chr6	42952276	42980084
MEA1	chr6	42978881	42984606
KLHDC3	chr6	42981841	42989036
RRP36	chr6	42989331	43001894
CUL7	chr6	43005355	43021681
KLC4	chr6	43008515	43042837
ENSG00000288564	chr6	43018804	43025923
MRPL2	chr6	43021767	43027187
PTK7	chr6	43043995	43129457
SRF	chr6	43139007	43149244
CUL9	chr6	43149919	43192325
DNPH1	chr6	43193367	43197222
TTBK1	chr6	43211219	43255996
SLC22A7	chr6	43263432	43273281
CRIP3	chr6	43267448	43276612
ZNF318	chr6	43274872	43337385
ABCC10	chr6	43395104	43418168
DLK2	chr6	43418089	43424370
TJAP1	chr6	43445261	43474300
LRRC73	chr6	43474703	43478126
POLR1C	chr6	43477440	43530156
YIPF3	chr6	43479559	43484723
XPO5	chr6	43490072	43543798
POLH	chr6	43543274	43588260
GTPBP2	chr6	43573053	43597001
MAD2L1BP	chr6	43597231	43608692
RSPH9	chr6	43611966	43640341
MRPS18A	chr6	43638939	43655537
VEGFA	chr6	43737921	43754224
LINC03040	chr6	43968317	43975349
MRPL14	chr6	44080027	44096461
TMEM63B	chr6	44094351	44123257
CAPN11	chr6	44126548	44152138
MYMX	chr6	44184663	44185973
SLC29A1	chr6	44186982	44204169
HSP90AB1	chr6	44213545	44221625
SLC35B2	chr6	44221833	44225627
NFKBIE	chr6	44225903	44233525
TMEM151B	chr6	44238187	44275243
ENSG00000272442	chr6	44240931	44346694
TCTE1	chr6	44246471	44265435
AARS2	chr6	44266463	44281084
SPATS1	chr6	44310387	44347916
CDC5L	chr6	44355302	44418162
SUPT3H	chr6	44777054	45345690
RUNX2	chr6	45295894	45632086
CLIC5	chr6	45848564	46048085
ENPP4	chr6	46097701	46114436
ENPP5	chr6	46126219	46138850
RCAN2	chr6	46188473	46459709
CYP39A1	chr6	46517120	46620567
SLC25A27	chr6	46620652	46645927
TDRD6	chr6	46655612	46672056
PLA2G7	chr6	46671938	46703455
ANKRD66	chr6	46714670	46727243
MEP1A	chr6	46761105	46807538
ADGRF5	chr6	46820047	46924129
ADGRF1	chr6	46965445	47010086
TNFRSF21	chr6	47199268	47277683
CD2AP	chr6	47445488	47594999
ADGRF4	chr6	47653600	47689757
OPN5	chr6	47749718	47800516
PTCHD4	chr6	47824409	48078933
MMUT	chr6	49398073	49431034
CENPQ	chr6	49431048	49463528
GLYATL3	chr6	49467636	49495791
C6orf141	chr6	49518379	49529620
RHAG	chr6	49572888	49604552
CRISP2	chr6	49660071	49682416
CRISP3	chr6	49695089	49712150
PGK2	chr6	49753373	49754998
CRISP1	chr6	49801970	49844809
DEFB114	chr6	49927962	49931877
DEFB113	chr6	49936390	49937338
DEFB110	chr6	49976851	49989707
DEFB112	chr6	50009812	50017642
TFAP2D	chr6	50681239	50740746
TFAP2B	chr6	50786436	50815332
PKHD1	chr6	51480097	51952411
IL17A	chr6	52051173	52055436
IL17F	chr6	52101479	52110487
MCM3	chr6	52128809	52149679
PAQR8	chr6	52226219	52272575
EFHC1	chr6	52226921	52394684
TRAM2	chr6	52362206	52441875
TMEM14A	chr6	52535870	52551390
GSTA2	chr6	52612773	52628323
GSTA1	chr6	52656169	52668679
GSTA5	chr6	52696453	52705641
GSTA3	chr6	52761437	52774499
GSTA4	chr6	52842746	52860110
CILK1	chr6	52866077	52926622
ENSG00000288614	chr6	52906064	52906183
FBXO9	chr6	52916789	52965671
ENSG00000288646	chr6	52930400	52930471
GCM1	chr6	52991759	53013639
ELOVL5	chr6	53125083	53213977
GCLC	chr6	53362139	53481768
KLHL31	chr6	53512714	53530554
LRRC1	chr6	53659295	53788923
MLIP	chr6	53794780	54131744
TINAG	chr6	54172657	54254940
FAM83B	chr6	54711569	54809897
HCRTR2	chr6	54971258	55147415
GFRAL	chr6	55192267	55267291
HMGCLL1	chr6	55299166	55443995
BMP5	chr6	55618451	55740393
COL21A1	chr6	55921388	56258892
DST	chr6	56322785	56819628
BEND6	chr6	56819722	56892630
KIAA1586	chr6	56911330	56923839
ZNF451	chr6	56951642	57035103
BAG2	chr6	57037117	57054631
RAB23	chr6	57051790	57087646
PRIM2	chr6	57179603	57513381
KHDRBS2	chr6	62340139	62996130
FKBP1C	chr6	63921374	63922932
LGSN	chr6	63985856	64029888
PTP4A1	chr6	64231651	64293493
ENSG00000285976	chr6	64282385	64293493
PHF3	chr6	64345707	64489229
EYS	chr6	64429876	66417119
ZC3H11C	chr6	66011369	66016467
ADGRB3	chr6	69345174	70100463
ENSG00000288712	chr6	69345782	69345859
LMBRD1	chr6	70382649	70577128
COL19A1	chr6	70576448	70922171
COL9A1	chr6	70925743	71012787
FAM135A	chr6	71122644	71271311
SDHAF4	chr6	71276620	71299272
SMAP1	chr6	71377479	71571718
B3GAT2	chr6	71566382	71666763
OGFRL1	chr6	71998514	72018762
RIMS1	chr6	72596253	73112852
KCNQ5	chr6	73331520	73908576
ENSG00000243501	chr6	73919469	73972919
KHDC1L	chr6	73933267	73935493
KHDC1	chr6	73951033	74020178
DPPA5	chr6	74062786	74063999
KHDC3L	chr6	74072381	74073894
OOEP	chr6	74078278	74104856
DDX43	chr6	74104551	74127289
CGAS	chr6	74123238	74171449
MTO1	chr6	74171301	74218959
EEF1A1	chr6	74199031	74235310
SLC17A5	chr6	74303087	74363737
CD109	chr6	74405508	74538040
COL12A1	chr6	75794042	75915983
COX7A2	chr6	75947391	75960039
TMEM30A	chr6	75962640	75994664
FILIP1	chr6	76001575	76203516
SENP6	chr6	76311225	76427997
MYO6	chr6	76458892	76629254
IMPG1	chr6	76630831	76782395
HTR1B	chr6	78170641	78173208
MEI4	chr6	78359991	78636762
IRAK1BP1	chr6	79577268	79656157
PHIP	chr6	79644136	79788261
HMGN3	chr6	79910646	79944579
LCA5	chr6	80194708	80254855
SH3BGRL2	chr6	80246902	80413372
ELOVL4	chr6	80624531	80657270
TTK	chr6	80713604	80753297
BCKDHB	chr6	80816364	81060799
TENT5A	chr6	82201156	82462491
IBTK	chr6	82879701	82957492
TPBG	chr6	83072923	83077137
UBE3D	chr6	83602109	83775560
DOP1A	chr6	83777385	83881069
PGM3	chr6	83857043	83903724
RWDD2A	chr6	83903056	83908654
ME1	chr6	83920112	84140927
PRSS35	chr6	84222227	84235423
SNAP91	chr6	84262599	84419410
RIPPLY2	chr6	84563079	84567234
CYB5R4	chr6	84569365	84677142
MRAP2	chr6	84742922	84800606
CEP162	chr6	84833960	84937403
TBX18	chr6	85397069	85474316
NT5E	chr6	86159302	86205509
SNX14	chr6	86214494	86303874
ENSG00000271793	chr6	86214494	86388451
SYNCRIP	chr6	86317497	86353781
HTR1E	chr6	87646380	87726873
CGA	chr6	87795216	87804824
ZNF292	chr6	87861521	87975661
GJB7	chr6	87992698	88038996
SMIM8	chr6	88032298	88109467
C6orf163	chr6	88054531	88075181
CFAP206	chr6	88117690	88174363
ENSG00000213204	chr6	88117730	88221352
SLC35A1	chr6	88180341	88222054
RARS2	chr6	88223177	88299746
ORC3	chr6	88299785	88387541
AKIRIN2	chr6	88384578	88411973
SPACA1	chr6	88757559	88776556
CNR1	chr6	88849582	88877083
RNGTT	chr6	89319616	89673345
PNRC1	chr6	89790470	89794879
SRSF12	chr6	89803668	89827790
PM20D2	chr6	89855774	89875284
GABRR1	chr6	89887223	89940997
GABRR2	chr6	89964183	90025018
UBE2J1	chr6	90036327	90062621
RRAGD	chr6	90074335	90122454
ANKRD6	chr6	90142838	90343557
LYRM2	chr6	90277863	90348474
MDN1	chr6	90352217	90529513
CASP8AP2	chr6	90539613	90584155
GJA10	chr6	90604188	90631479
BACH2	chr6	90636247	91006642
MAP3K7	chr6	91223292	91296812
EPHA7	chr6	93949738	94129405
MANEA	chr6	96025361	96057360
FUT9	chr6	96463312	96663488
UFL1	chr6	96969471	97003152
FHL5	chr6	97010424	97067492
GPR63	chr6	97242001	97286026
NDUFAF4	chr6	97337189	97345770
KLHL32	chr6	97372496	97588632
MMS22L	chr6	97590037	97731100
POU3F2	chr6	99282450	99287334
FBXL4	chr6	99316411	99395882
FAXC	chr6	99719044	99797938
COQ3	chr6	99817277	99842083
PNISR	chr6	99845505	99873211
USP45	chr6	99880201	99969604
CCNC	chr6	99990263	100016701
PRDM13	chr6	100054650	100063454
MCHR2	chr6	100366395	100442123
SIM1	chr6	100832885	100912811
ASCC3	chr6	100956070	101329283
GRIK2	chr6	101410577	102529497
HACE1	chr6	105175969	105307794
LIN28B	chr6	105384491	105531207
POPDC1	chr6	105544697	105585091
POPDC3	chr6	105605767	105628322
PREP	chr6	105721093	105901937
PRDM1	chr6	106441338	106557814
ATG5	chr6	106493298	106774352
CRYBG1	chr6	106808592	107019892
RTN4IP1	chr6	107018646	107077373
QRSL1	chr6	107077447	107116292
MTRES1	chr6	107349388	107372790
BEND3	chr6	107386342	107437438
PDSS2	chr6	107473760	107780784
SOBP	chr6	107811277	107982510
SCML4	chr6	108023358	108145521
SEC63	chr6	108188960	108279513
OSTM1	chr6	108350449	108487058
NR2E1	chr6	108487226	108510009
SNX3	chr6	108532426	108582459
AFG1L	chr6	108616130	108847999
FOXO3	chr6	108880855	109005977
ARMC2	chr6	109169619	109295754
SESN1	chr6	109305512	109416277
CEP57L1	chr6	109416308	109495621
CD164	chr6	109687717	109703672
PPIL6	chr6	109711418	109762374
SMPD2	chr6	109761881	109765123
MICAL1	chr6	109765265	109787171
ZBTB24	chr6	109781835	109804442
AK9	chr6	109814058	110012420
FIG4	chr6	110011812	110199301
GPR6	chr6	110299459	110301923
WASF1	chr6	110421020	110501222
CDC40	chr6	110501344	110575478
METTL24	chr6	110565143	110679705
DDO	chr6	110712974	110737065
SLC22A16	chr6	110745890	110797884
CDK19	chr6	110931181	111137161
AMD1	chr6	111195973	111220082
GTF3C6	chr6	111279680	111289789
RPF2	chr6	111303218	111349466
SLC16A10	chr6	111408706	111552397
MFSD4B	chr6	111580530	111766557
REV3L	chr6	111620231	111804918
TRAF3IP2	chr6	111876584	111928113
FYN	chr6	111981535	112194678
CCN6	chr6	112375278	112390889
TUBE1	chr6	112391866	112408732
FAM229B	chr6	112408325	112425426
LAMA4	chr6	112427280	112576141
ENSG00000281613	chr6	112558007	112671296
RFPL4B	chr6	112668532	112672496
MARCKS	chr6	114178524	114184652
HDAC2	chr6	114254192	114332472
HS3ST5	chr6	114376257	114664373
FRK	chr6	116252312	116382256
NT5DC1	chr6	116422000	116570660
COL10A1	chr6	116440072	116479910
TSPYL4	chr6	116571127	116575238
DSE	chr6	116574767	116766024
TSPYL1	chr6	116588923	116601093
ENSG00000285446	chr6	116720558	116784859
CALHM6	chr6	116782533	116785131
TRAPPC3L	chr6	116816152	116866847
CALHM5	chr6	116832802	116845951
CALHM4	chr6	116850176	116882290
RWDD1	chr6	116892572	116918838
RSPH4A	chr6	116937642	116954148
ZUP1	chr6	116956779	116989975
KPNA5	chr6	117002350	117063030
FAM162B	chr6	117072866	117086882
GPRC6A	chr6	117113248	117150246
RFX6	chr6	117198375	117253324
VGLL2	chr6	117586721	117594781
ROS1	chr6	117608516	117747105
ENSG00000282218	chr6	117639374	117894734
DCBLD1	chr6	117774980	117891021
GOPC	chr6	117881432	117923705
NUS1	chr6	117996632	118031890
SLC35F1	chr6	118228427	118638839
CEP85L	chr6	118781935	119031238
PLN	chr6	118865134	118882879
MCM9	chr6	119134605	119256327
ASF1A	chr6	119215316	119230336
FAM184A	chr6	119280928	119470552
MAN1A1	chr6	119498369	119670932
TBC1D32	chr6	121400640	121655891
GJA1	chr6	121756723	121770873
HSF2	chr6	122720696	122754264
SERINC1	chr6	122764493	122792999
PKIB	chr6	122793062	123047520
FABP7	chr6	123100861	123105219
SMPDL3A	chr6	123110194	123130865
CLVS2	chr6	123317276	123394070
TRDN	chr6	123536233	123958405
NKAIN2	chr6	124125010	125146786
RNF217	chr6	125283583	125413779
TPD52L1	chr6	125440195	125585553
HDDC2	chr6	125541108	125623274
HEY2	chr6	126068810	126082415
NCOA7	chr6	126102089	126253180
HINT3	chr6	126277879	126301390
TRMT11	chr6	126307574	126524963
CENPW	chr6	126661261	126670021
RSPO3	chr6	127439808	127520626
RNF146	chr6	127587727	127609712
ECHDC1	chr6	127609857	127664754
KIAA0408	chr6	127759551	127780538
ENSG00000255330	chr6	127759551	127840146
MTCL3	chr6	127793951	127840480
C6orf58	chr6	127840600	127912965
THEMIS	chr6	128029217	128239776
PTPRK	chr6	128289925	128841764
LAMA2	chr6	129204283	129837711
ARHGAP18	chr6	129897277	130031392
TMEM244	chr6	130149090	130182692
L3MBTL3	chr6	130334844	130462594
SAMD3	chr6	130465460	130686570
TMEM200A	chr6	130686549	130764569
SMLR1	chr6	131148546	131158275
EPB41L2	chr6	131160483	131384501
AKAP7	chr6	131456607	131604675
ARG1	chr6	131791972	131905472
MED23	chr6	131895106	131949382
ENPP3	chr6	131949432	132068558
OR2A4	chr6	132020784	132022541
CTAGE9	chr6	132029581	132032157
ENPP1	chr6	132129133	132216295
CCN2	chr6	132269316	132272596
MOXD1	chr6	132617194	132722695
STX7	chr6	132767006	132835138
TAAR9	chr6	132859416	132860475
TAAR8	chr6	132873811	132874895
TAAR6	chr6	132891461	132892498
TAAR5	chr6	132909731	132910880
TAAR2	chr6	132938161	132945414
TAAR1	chr6	132964451	132980321
VNN1	chr6	133001988	133041101
VNN2	chr6	133065009	133084598
SLC18B1	chr6	133090509	133134478
RPS12	chr6	133135696	133138716
EYA4	chr6	133561652	133853266
TCF21	chr6	134210251	134216691
TBPL1	chr6	134273308	134311570
ENSG00000288529	chr6	134274442	134301226
SLC2A12	chr6	134308719	134373798
SGK1	chr6	134490386	134639250
ALDH8A1	chr6	135238436	135271267
HBS1L	chr6	135281516	135424194
MYB	chr6	135502446	135540311
AHI1	chr6	135604545	135819572
PDE7B	chr6	136172839	136516712
MTFR2	chr6	136552162	136571709
BCLAF1	chr6	136577765	136610989
MAP7	chr6	136663419	136871957
MAP3K5	chr6	136878172	137114235
PEX7	chr6	137143686	137235736
SLC35D3	chr6	137243439	137246798
IL20RA	chr6	137321108	137366317
IL22RA2	chr6	137464957	137494785
IFNGR1	chr6	137518620	137540586
OLIG3	chr6	137813336	137815531
TNFAIP3	chr6	138187520	138206973
PERP	chr6	138409642	138428556
ARFGEF3	chr6	138483076	138665800
PBOV1	chr6	138537123	138539628
SMIM28	chr6	138699042	138704623
HEBP2	chr6	138724668	138743334
NHSL1	chr6	138743180	139014390
CCDC28A	chr6	139094630	139114456
ECT2L	chr6	139117048	139225207
REPS1	chr6	139224630	139309491
ABRACL	chr6	139348631	139364879
HECA	chr6	139456217	139501944
TXLNB	chr6	139560220	139613135
CITED2	chr6	139692944	139697046
NMBR	chr6	142379467	142468259
GJE1	chr6	142454062	142456495
VTA1	chr6	142468299	142545822
ADGRG6	chr6	142622991	142767403
HIVEP2	chr6	143072604	143277835
AIG1	chr6	143381633	143662195
ADAT2	chr6	143743969	143771832
PEX3	chr6	143771942	143811753
FUCA2	chr6	143815098	143832979
PHACTR2	chr6	143857982	144152322
ENSG00000257065	chr6	144128229	144165754
LTV1	chr6	144164463	144184949
ENSG00000280148	chr6	144178455	144259608
ZC2HC1B	chr6	144185573	144259480
PLAGL1	chr6	144261437	144385851
SF3B5	chr6	144416021	144416710
STX11	chr6	144471107	144513076
UTRN	chr6	144606471	145174170
EPM2A	chr6	145703671	146057159
FBXO30	chr6	146114638	146136403
SHPRH	chr6	146185381	146285559
GRM1	chr6	146348782	146758737
RAB32	chr6	146864961	146876100
ADGB	chr6	146920103	147136598
STXBP5	chr6	147524846	147712146
SAMD5	chr6	147829826	148058683
SASH1	chr6	148593440	148873180
UST	chr6	149068049	149398127
TAB2	chr6	149539777	149732749
SUMO4	chr6	149721398	149722414
ZC3H12D	chr6	149767931	149806150
PPIL4	chr6	149825631	149867228
GINM1	chr6	149887342	149912884
KATNA1	chr6	149916009	149970108
LATS1	chr6	149979289	150039241
NUP43	chr6	150045451	150071422
PCMT1	chr6	150070567	150132557
ENSG00000285991	chr6	150139073	150217147
LRP11	chr6	150139893	150185560
RAET1E	chr6	150204315	150219249
RAET1G	chr6	150238014	150244257
ULBP2	chr6	150263150	150270371
ULBP1	chr6	150285079	150294851
RAET1L	chr6	150339470	150346668
ULBP3	chr6	150382189	150390327
PPP1R14C	chr6	150464180	150571528
IYD	chr6	150690028	150727105
PLEKHG1	chr6	150920984	151164801
MTHFD1L	chr6	151186815	151423023
AKAP12	chr6	151561071	151679698
ZBTB2	chr6	151685240	151712831
RMND1	chr6	151720033	151773293
ARMT1	chr6	151773393	151791236
CCDC170	chr6	151815148	151942328
ESR1	chr6	151972419	152450754
SYNE1	chr6	152442822	152958936
MYCT1	chr6	153019032	153045704
VIP	chr6	153071057	153080900
FBXO5	chr6	153291654	153304714
MTRF1L	chr6	153308497	153323844
RGS17	chr6	153325594	153452417
OPRM1	chr6	154331631	154568001
IPCEF1	chr6	154475631	154677937
ENSG00000288520	chr6	154480963	154831248
CNKSR3	chr6	154708649	154831819
SCAF8	chr6	155054512	155163346
TIAM2	chr6	155153831	155578857
TFB1M	chr6	155577268	155635627
CLDN20	chr6	155585147	155597682
NOX3	chr6	155716502	155776973
ARID1B	chr6	157097154	157531913
TMEM242	chr6	157710057	157744633
ZDHHC14	chr6	157802165	158099189
SNX9	chr6	158121419	158366109
SYNJ2	chr6	158402895	158520208
SERAC1	chr6	158530547	158589327
GTF2H5	chr6	158589370	158620376
TULP4	chr6	158653268	158932860
TMEM181	chr6	158957468	159056467
DYNLT1	chr6	159057506	159065787
SYTL3	chr6	159065419	159189387
EZR	chr6	159186773	159240445
RSPH3	chr6	159391116	159421234
TAGAP	chr6	159455513	159516855
FNDC1	chr6	159590385	159693144
SOD2	chr6	160090101	160183561
WTAP	chr6	160137464	160177351
ACAT2	chr6	160183013	160200853
TCP1	chr6	160199530	160210735
MRPL18	chr6	160210844	160220059
PNLDC1	chr6	160221281	160241736
MAS1	chr6	160312020	160338479
IGF2R	chr6	160390114	160534539
SLC22A1	chr6	160542847	160580430
SLC22A2	chr6	160592093	160698670
SLC22A3	chr6	160769405	160873609
LPA	chr6	160952514	161085307
PLG	chr6	161123137	161175129
MAP3K4	chr6	161412505	161538417
AGPAT4	chr6	161550999	161695127
PRKN	chr6	161768449	163148807
PACRG	chr6	163148164	163736532
QKI	chr6	163835032	163999624
C6orf118	chr6	165693153	165723094
PDE10A	chr6	165740776	166401605
TBXT	chr6	166571144	166582303
PRR18	chr6	166718788	166721936
SFT2D1	chr6	166733212	166756078
MPC1	chr6	166778407	166796501
RPS6KA2	chr6	166822852	167319939
RAMACL	chr6	166996497	167000166
ENSG00000249141	chr6	167271582	167369612
RNASET2	chr6	167335601	167370936
CEP43	chr6	167412662	167466206
ENSG00000272980	chr6	167412824	167552626
CCR6	chr6	167525283	167552629
GPR31	chr6	167568735	167571468
UNC93A	chr6	167682498	167729516
TTLL2	chr6	167738559	167772991
AFDN	chr6	168227539	168372703
KIF25	chr6	168396921	168445771
FRMD1	chr6	168453775	168502191
DACT2	chr6	168693510	168720457
SMOC2	chr6	168841336	169073984
THBS2	chr6	169615875	169654155
ENSG00000285733	chr6	169820064	170102143
WDR27	chr6	169857306	170102825
C6orf120	chr6	170102222	170106456
PHF10	chr6	170103998	170125662
DYNLT2	chr6	170140202	170151683
ERMARD	chr6	170151663	170181696
DLL1	chr6	170591290	170615653
FAM120B	chr6	170599791	170716155
PSMB1	chr6	170844204	170862415
TBP	chr6	170863390	170881958
PDCD2	chr6	170884383	170893780
FAM20C	chr7	192969	300711
AC187652.1	chr7	302918	304070
FOXL3	chr7	330136	334388
PDGFA	chr7	536895	560332
PRKAR1B	chr7	588833	767905
DNAAF5	chr7	766327	826112
SUN1	chr7	856228	936072
GET4	chr7	916123	936073
ADAP1	chr7	937537	995043
COX19	chr7	938415	1015185
CYP2W1	chr7	1022817	1029276
CHLSN	chr7	1036609	1177949
GPR146	chr7	1084173	1098905
GPER1	chr7	1121844	1134147
ZFAND2A	chr7	1191539	1200407
UNCX	chr7	1272508	1276962
MICALL2	chr7	1468101	1499132
INTS1	chr7	1509912	1544054
MAFK	chr7	1570338	1582685
TMEM184A	chr7	1581871	1600457
PSMG3	chr7	1606968	1610714
ELFN1	chr7	1705381	1787582
MAD1L1	chr7	1855423	2272878
ENSG00000286192	chr7	1855440	2281850
MRM2	chr7	2273830	2281840
NUDT1	chr7	2281838	2291459
